season,episode,title,object,present
5,S05E03,Mountain Blossoms,apple frame,0
5,S05E03,Mountain Blossoms,aurora borealis,0
5,S05E03,Mountain Blossoms,barn,0
5,S05E03,Mountain Blossoms,beach,0
5,S05E03,Mountain Blossoms,boat,0
5,S05E03,Mountain Blossoms,bridge,0
5,S05E03,Mountain Blossoms,building,0
5,S05E03,Mountain Blossoms,bushes,0
5,S05E03,Mountain Blossoms,cabin,0
5,S05E03,Mountain Blossoms,cactus,0
5,S05E03,Mountain Blossoms,circle frame,0
5,S05E03,Mountain Blossoms,cirrus,0
5,S05E03,Mountain Blossoms,cliff,0
5,S05E03,Mountain Blossoms,clouds,0
5,S05E03,Mountain Blossoms,conifer,1
5,S05E03,Mountain Blossoms,cumulus,0
5,S05E03,Mountain Blossoms,deciduous,0
5,S05E03,Mountain Blossoms,diane andre,0
5,S05E03,Mountain Blossoms,dock,0
5,S05E03,Mountain Blossoms,double oval frame,0
5,S05E03,Mountain Blossoms,farm,0
5,S05E03,Mountain Blossoms,fence,0
5,S05E03,Mountain Blossoms,fire,0
5,S05E03,Mountain Blossoms,florida frame,0
5,S05E03,Mountain Blossoms,flowers,1
5,S05E03,Mountain Blossoms,fog,0
5,S05E03,Mountain Blossoms,framed,0
5,S05E03,Mountain Blossoms,grass,0
5,S05E03,Mountain Blossoms,guest,1
5,S05E03,Mountain Blossoms,half circle frame,0
5,S05E03,Mountain Blossoms,half oval frame,0
5,S05E03,Mountain Blossoms,hills,0
5,S05E03,Mountain Blossoms,lake,0
5,S05E03,Mountain Blossoms,lakes,0
5,S05E03,Mountain Blossoms,lighthouse,0
5,S05E03,Mountain Blossoms,mill,0
5,S05E03,Mountain Blossoms,moon,0
5,S05E03,Mountain Blossoms,mountain,1
5,S05E03,Mountain Blossoms,mountains,1
5,S05E03,Mountain Blossoms,night,0
5,S05E03,Mountain Blossoms,ocean,0
5,S05E03,Mountain Blossoms,oval frame,0
5,S05E03,Mountain Blossoms,palm trees,0
5,S05E03,Mountain Blossoms,path,0
5,S05E03,Mountain Blossoms,person,0
5,S05E03,Mountain Blossoms,portrait,0
5,S05E03,Mountain Blossoms,rectangle 3d frame,0
5,S05E03,Mountain Blossoms,rectangular frame,0
5,S05E03,Mountain Blossoms,river,0
5,S05E03,Mountain Blossoms,rocks,0
5,S05E03,Mountain Blossoms,seashell frame,0
5,S05E03,Mountain Blossoms,snow,1
5,S05E03,Mountain Blossoms,snowy mountain,1
5,S05E03,Mountain Blossoms,split frame,0
5,S05E03,Mountain Blossoms,steve ross,0
5,S05E03,Mountain Blossoms,structure,0
5,S05E03,Mountain Blossoms,sun,0
5,S05E03,Mountain Blossoms,tomb frame,0
5,S05E03,Mountain Blossoms,tree,1
5,S05E03,Mountain Blossoms,trees,1
5,S05E03,Mountain Blossoms,triple frame,0
5,S05E03,Mountain Blossoms,waterfall,0
5,S05E03,Mountain Blossoms,waves,0
5,S05E03,Mountain Blossoms,windmill,0
5,S05E03,Mountain Blossoms,window frame,0
5,S05E03,Mountain Blossoms,winter,0
5,S05E03,Mountain Blossoms,wood framed,0
5,S05E04,Winter Stillness,apple frame,0
5,S05E04,Winter Stillness,aurora borealis,0
5,S05E04,Winter Stillness,barn,0
5,S05E04,Winter Stillness,beach,0
5,S05E04,Winter Stillness,boat,0
5,S05E04,Winter Stillness,bridge,0
5,S05E04,Winter Stillness,building,0
5,S05E04,Winter Stillness,bushes,0
5,S05E04,Winter Stillness,cabin,0
5,S05E04,Winter Stillness,cactus,0
5,S05E04,Winter Stillness,circle frame,0
5,S05E04,Winter Stillness,cirrus,0
5,S05E04,Winter Stillness,cliff,0
5,S05E04,Winter Stillness,clouds,0
5,S05E04,Winter Stillness,conifer,1
5,S05E04,Winter Stillness,cumulus,0
5,S05E04,Winter Stillness,deciduous,1
5,S05E04,Winter Stillness,diane andre,0
5,S05E04,Winter Stillness,dock,0
5,S05E04,Winter Stillness,double oval frame,0
5,S05E04,Winter Stillness,farm,0
5,S05E04,Winter Stillness,fence,0
5,S05E04,Winter Stillness,fire,0
5,S05E04,Winter Stillness,florida frame,0
5,S05E04,Winter Stillness,flowers,0
5,S05E04,Winter Stillness,fog,0
5,S05E04,Winter Stillness,framed,0
5,S05E04,Winter Stillness,grass,0
5,S05E04,Winter Stillness,guest,0
5,S05E04,Winter Stillness,half circle frame,0
5,S05E04,Winter Stillness,half oval frame,0
5,S05E04,Winter Stillness,hills,0
5,S05E04,Winter Stillness,lake,1
5,S05E04,Winter Stillness,lakes,0
5,S05E04,Winter Stillness,lighthouse,0
5,S05E04,Winter Stillness,mill,0
5,S05E04,Winter Stillness,moon,0
5,S05E04,Winter Stillness,mountain,0
5,S05E04,Winter Stillness,mountains,0
5,S05E04,Winter Stillness,night,0
5,S05E04,Winter Stillness,ocean,0
5,S05E04,Winter Stillness,oval frame,0
5,S05E04,Winter Stillness,palm trees,0
5,S05E04,Winter Stillness,path,0
5,S05E04,Winter Stillness,person,0
5,S05E04,Winter Stillness,portrait,0
5,S05E04,Winter Stillness,rectangle 3d frame,0
5,S05E04,Winter Stillness,rectangular frame,0
5,S05E04,Winter Stillness,river,0
5,S05E04,Winter Stillness,rocks,0
5,S05E04,Winter Stillness,seashell frame,0
5,S05E04,Winter Stillness,snow,1
5,S05E04,Winter Stillness,snowy mountain,0
5,S05E04,Winter Stillness,split frame,0
5,S05E04,Winter Stillness,steve ross,0
5,S05E04,Winter Stillness,structure,0
5,S05E04,Winter Stillness,sun,0
5,S05E04,Winter Stillness,tomb frame,0
5,S05E04,Winter Stillness,tree,1
5,S05E04,Winter Stillness,trees,1
5,S05E04,Winter Stillness,triple frame,0
5,S05E04,Winter Stillness,waterfall,0
5,S05E04,Winter Stillness,waves,0
5,S05E04,Winter Stillness,windmill,0
5,S05E04,Winter Stillness,window frame,0
5,S05E04,Winter Stillness,winter,1
5,S05E04,Winter Stillness,wood framed,0
5,S05E05,Quiet Pond,apple frame,0
5,S05E05,Quiet Pond,aurora borealis,0
5,S05E05,Quiet Pond,barn,0
5,S05E05,Quiet Pond,beach,0
5,S05E05,Quiet Pond,boat,0
5,S05E05,Quiet Pond,bridge,0
5,S05E05,Quiet Pond,building,0
5,S05E05,Quiet Pond,bushes,0
5,S05E05,Quiet Pond,cabin,0
5,S05E05,Quiet Pond,cactus,0
5,S05E05,Quiet Pond,circle frame,0
5,S05E05,Quiet Pond,cirrus,0
5,S05E05,Quiet Pond,cliff,0
5,S05E05,Quiet Pond,clouds,0
5,S05E05,Quiet Pond,conifer,0
5,S05E05,Quiet Pond,cumulus,0
5,S05E05,Quiet Pond,deciduous,1
5,S05E05,Quiet Pond,diane andre,0
5,S05E05,Quiet Pond,dock,0
5,S05E05,Quiet Pond,double oval frame,0
5,S05E05,Quiet Pond,farm,0
5,S05E05,Quiet Pond,fence,0
5,S05E05,Quiet Pond,fire,0
5,S05E05,Quiet Pond,florida frame,0
5,S05E05,Quiet Pond,flowers,0
5,S05E05,Quiet Pond,fog,0
5,S05E05,Quiet Pond,framed,0
5,S05E05,Quiet Pond,grass,1
5,S05E05,Quiet Pond,guest,0
5,S05E05,Quiet Pond,half circle frame,0
5,S05E05,Quiet Pond,half oval frame,0
5,S05E05,Quiet Pond,hills,0
5,S05E05,Quiet Pond,lake,1
5,S05E05,Quiet Pond,lakes,0
5,S05E05,Quiet Pond,lighthouse,0
5,S05E05,Quiet Pond,mill,0
5,S05E05,Quiet Pond,moon,0
5,S05E05,Quiet Pond,mountain,0
5,S05E05,Quiet Pond,mountains,0
5,S05E05,Quiet Pond,night,0
5,S05E05,Quiet Pond,ocean,0
5,S05E05,Quiet Pond,oval frame,0
5,S05E05,Quiet Pond,palm trees,0
5,S05E05,Quiet Pond,path,0
5,S05E05,Quiet Pond,person,0
5,S05E05,Quiet Pond,portrait,0
5,S05E05,Quiet Pond,rectangle 3d frame,0
5,S05E05,Quiet Pond,rectangular frame,0
5,S05E05,Quiet Pond,river,0
5,S05E05,Quiet Pond,rocks,0
5,S05E05,Quiet Pond,seashell frame,0
5,S05E05,Quiet Pond,snow,0
5,S05E05,Quiet Pond,snowy mountain,0
5,S05E05,Quiet Pond,split frame,0
5,S05E05,Quiet Pond,steve ross,0
5,S05E05,Quiet Pond,structure,0
5,S05E05,Quiet Pond,sun,0
5,S05E05,Quiet Pond,tomb frame,0
5,S05E05,Quiet Pond,tree,1
5,S05E05,Quiet Pond,trees,1
5,S05E05,Quiet Pond,triple frame,0
5,S05E05,Quiet Pond,waterfall,0
5,S05E05,Quiet Pond,waves,0
5,S05E05,Quiet Pond,windmill,0
5,S05E05,Quiet Pond,window frame,0
5,S05E05,Quiet Pond,winter,0
5,S05E05,Quiet Pond,wood framed,0
5,S05E06,Ocean Sunrise,apple frame,0
5,S05E06,Ocean Sunrise,aurora borealis,0
5,S05E06,Ocean Sunrise,barn,0
5,S05E06,Ocean Sunrise,beach,0
5,S05E06,Ocean Sunrise,boat,0
5,S05E06,Ocean Sunrise,bridge,0
5,S05E06,Ocean Sunrise,building,0
5,S05E06,Ocean Sunrise,bushes,0
5,S05E06,Ocean Sunrise,cabin,0
5,S05E06,Ocean Sunrise,cactus,0
5,S05E06,Ocean Sunrise,circle frame,0
5,S05E06,Ocean Sunrise,cirrus,0
5,S05E06,Ocean Sunrise,cliff,0
5,S05E06,Ocean Sunrise,clouds,1
5,S05E06,Ocean Sunrise,conifer,0
5,S05E06,Ocean Sunrise,cumulus,0
5,S05E06,Ocean Sunrise,deciduous,0
5,S05E06,Ocean Sunrise,diane andre,0
5,S05E06,Ocean Sunrise,dock,0
5,S05E06,Ocean Sunrise,double oval frame,0
5,S05E06,Ocean Sunrise,farm,0
5,S05E06,Ocean Sunrise,fence,0
5,S05E06,Ocean Sunrise,fire,0
5,S05E06,Ocean Sunrise,florida frame,0
5,S05E06,Ocean Sunrise,flowers,0
5,S05E06,Ocean Sunrise,fog,0
5,S05E06,Ocean Sunrise,framed,0
5,S05E06,Ocean Sunrise,grass,1
5,S05E06,Ocean Sunrise,guest,1
5,S05E06,Ocean Sunrise,half circle frame,0
5,S05E06,Ocean Sunrise,half oval frame,0
5,S05E06,Ocean Sunrise,hills,0
5,S05E06,Ocean Sunrise,lake,0
5,S05E06,Ocean Sunrise,lakes,0
5,S05E06,Ocean Sunrise,lighthouse,0
5,S05E06,Ocean Sunrise,mill,0
5,S05E06,Ocean Sunrise,moon,0
5,S05E06,Ocean Sunrise,mountain,0
5,S05E06,Ocean Sunrise,mountains,0
5,S05E06,Ocean Sunrise,night,0
5,S05E06,Ocean Sunrise,ocean,1
5,S05E06,Ocean Sunrise,oval frame,0
5,S05E06,Ocean Sunrise,palm trees,0
5,S05E06,Ocean Sunrise,path,0
5,S05E06,Ocean Sunrise,person,0
5,S05E06,Ocean Sunrise,portrait,0
5,S05E06,Ocean Sunrise,rectangle 3d frame,0
5,S05E06,Ocean Sunrise,rectangular frame,0
5,S05E06,Ocean Sunrise,river,0
5,S05E06,Ocean Sunrise,rocks,0
5,S05E06,Ocean Sunrise,seashell frame,0
5,S05E06,Ocean Sunrise,snow,0
5,S05E06,Ocean Sunrise,snowy mountain,0
5,S05E06,Ocean Sunrise,split frame,0
5,S05E06,Ocean Sunrise,steve ross,0
5,S05E06,Ocean Sunrise,structure,0
5,S05E06,Ocean Sunrise,sun,1
5,S05E06,Ocean Sunrise,tomb frame,0
5,S05E06,Ocean Sunrise,tree,0
5,S05E06,Ocean Sunrise,trees,0
5,S05E06,Ocean Sunrise,triple frame,0
5,S05E06,Ocean Sunrise,waterfall,0
5,S05E06,Ocean Sunrise,waves,0
5,S05E06,Ocean Sunrise,windmill,0
5,S05E06,Ocean Sunrise,window frame,0
5,S05E06,Ocean Sunrise,winter,0
5,S05E06,Ocean Sunrise,wood framed,0
5,S05E07,Bubbling Brook,apple frame,0
5,S05E07,Bubbling Brook,aurora borealis,0
5,S05E07,Bubbling Brook,barn,0
5,S05E07,Bubbling Brook,beach,0
5,S05E07,Bubbling Brook,boat,0
5,S05E07,Bubbling Brook,bridge,0
5,S05E07,Bubbling Brook,building,0
5,S05E07,Bubbling Brook,bushes,0
5,S05E07,Bubbling Brook,cabin,0
5,S05E07,Bubbling Brook,cactus,0
5,S05E07,Bubbling Brook,circle frame,0
5,S05E07,Bubbling Brook,cirrus,0
5,S05E07,Bubbling Brook,cliff,0
5,S05E07,Bubbling Brook,clouds,0
5,S05E07,Bubbling Brook,conifer,0
5,S05E07,Bubbling Brook,cumulus,0
5,S05E07,Bubbling Brook,deciduous,1
5,S05E07,Bubbling Brook,diane andre,0
5,S05E07,Bubbling Brook,dock,0
5,S05E07,Bubbling Brook,double oval frame,0
5,S05E07,Bubbling Brook,farm,0
5,S05E07,Bubbling Brook,fence,0
5,S05E07,Bubbling Brook,fire,0
5,S05E07,Bubbling Brook,florida frame,0
5,S05E07,Bubbling Brook,flowers,0
5,S05E07,Bubbling Brook,fog,0
5,S05E07,Bubbling Brook,framed,0
5,S05E07,Bubbling Brook,grass,1
5,S05E07,Bubbling Brook,guest,0
5,S05E07,Bubbling Brook,half circle frame,0
5,S05E07,Bubbling Brook,half oval frame,0
5,S05E07,Bubbling Brook,hills,0
5,S05E07,Bubbling Brook,lake,0
5,S05E07,Bubbling Brook,lakes,0
5,S05E07,Bubbling Brook,lighthouse,0
5,S05E07,Bubbling Brook,mill,0
5,S05E07,Bubbling Brook,moon,0
5,S05E07,Bubbling Brook,mountain,0
5,S05E07,Bubbling Brook,mountains,0
5,S05E07,Bubbling Brook,night,0
5,S05E07,Bubbling Brook,ocean,0
5,S05E07,Bubbling Brook,oval frame,0
5,S05E07,Bubbling Brook,palm trees,0
5,S05E07,Bubbling Brook,path,0
5,S05E07,Bubbling Brook,person,0
5,S05E07,Bubbling Brook,portrait,0
5,S05E07,Bubbling Brook,rectangle 3d frame,0
5,S05E07,Bubbling Brook,rectangular frame,0
5,S05E07,Bubbling Brook,river,1
5,S05E07,Bubbling Brook,rocks,1
5,S05E07,Bubbling Brook,seashell frame,0
5,S05E07,Bubbling Brook,snow,0
5,S05E07,Bubbling Brook,snowy mountain,0
5,S05E07,Bubbling Brook,split frame,0
5,S05E07,Bubbling Brook,steve ross,0
5,S05E07,Bubbling Brook,structure,0
5,S05E07,Bubbling Brook,sun,0
5,S05E07,Bubbling Brook,tomb frame,0
5,S05E07,Bubbling Brook,tree,1
5,S05E07,Bubbling Brook,trees,1
5,S05E07,Bubbling Brook,triple frame,0
5,S05E07,Bubbling Brook,waterfall,0
5,S05E07,Bubbling Brook,waves,0
5,S05E07,Bubbling Brook,windmill,0
5,S05E07,Bubbling Brook,window frame,0
5,S05E07,Bubbling Brook,winter,0
5,S05E07,Bubbling Brook,wood framed,0
5,S05E08,Arizona Splendor,apple frame,0
5,S05E08,Arizona Splendor,aurora borealis,0
5,S05E08,Arizona Splendor,barn,0
5,S05E08,Arizona Splendor,beach,0
5,S05E08,Arizona Splendor,boat,0
5,S05E08,Arizona Splendor,bridge,0
5,S05E08,Arizona Splendor,building,0
5,S05E08,Arizona Splendor,bushes,0
5,S05E08,Arizona Splendor,cabin,0
5,S05E08,Arizona Splendor,cactus,0
5,S05E08,Arizona Splendor,circle frame,0
5,S05E08,Arizona Splendor,cirrus,0
5,S05E08,Arizona Splendor,cliff,0
5,S05E08,Arizona Splendor,clouds,0
5,S05E08,Arizona Splendor,conifer,0
5,S05E08,Arizona Splendor,cumulus,0
5,S05E08,Arizona Splendor,deciduous,1
5,S05E08,Arizona Splendor,diane andre,0
5,S05E08,Arizona Splendor,dock,0
5,S05E08,Arizona Splendor,double oval frame,0
5,S05E08,Arizona Splendor,farm,0
5,S05E08,Arizona Splendor,fence,0
5,S05E08,Arizona Splendor,fire,0
5,S05E08,Arizona Splendor,florida frame,0
5,S05E08,Arizona Splendor,flowers,0
5,S05E08,Arizona Splendor,fog,0
5,S05E08,Arizona Splendor,framed,0
5,S05E08,Arizona Splendor,grass,1
5,S05E08,Arizona Splendor,guest,0
5,S05E08,Arizona Splendor,half circle frame,0
5,S05E08,Arizona Splendor,half oval frame,0
5,S05E08,Arizona Splendor,hills,0
5,S05E08,Arizona Splendor,lake,0
5,S05E08,Arizona Splendor,lakes,0
5,S05E08,Arizona Splendor,lighthouse,0
5,S05E08,Arizona Splendor,mill,0
5,S05E08,Arizona Splendor,moon,0
5,S05E08,Arizona Splendor,mountain,1
5,S05E08,Arizona Splendor,mountains,1
5,S05E08,Arizona Splendor,night,0
5,S05E08,Arizona Splendor,ocean,0
5,S05E08,Arizona Splendor,oval frame,0
5,S05E08,Arizona Splendor,palm trees,0
5,S05E08,Arizona Splendor,path,0
5,S05E08,Arizona Splendor,person,0
5,S05E08,Arizona Splendor,portrait,0
5,S05E08,Arizona Splendor,rectangle 3d frame,0
5,S05E08,Arizona Splendor,rectangular frame,0
5,S05E08,Arizona Splendor,river,1
5,S05E08,Arizona Splendor,rocks,0
5,S05E08,Arizona Splendor,seashell frame,0
5,S05E08,Arizona Splendor,snow,0
5,S05E08,Arizona Splendor,snowy mountain,0
5,S05E08,Arizona Splendor,split frame,0
5,S05E08,Arizona Splendor,steve ross,0
5,S05E08,Arizona Splendor,structure,0
5,S05E08,Arizona Splendor,sun,0
5,S05E08,Arizona Splendor,tomb frame,0
5,S05E08,Arizona Splendor,tree,1
5,S05E08,Arizona Splendor,trees,1
5,S05E08,Arizona Splendor,triple frame,0
5,S05E08,Arizona Splendor,waterfall,0
5,S05E08,Arizona Splendor,waves,0
5,S05E08,Arizona Splendor,windmill,0
5,S05E08,Arizona Splendor,window frame,0
5,S05E08,Arizona Splendor,winter,0
5,S05E08,Arizona Splendor,wood framed,0
5,S05E09,Anatomy Of A Wave,apple frame,0
5,S05E09,Anatomy Of A Wave,aurora borealis,0
5,S05E09,Anatomy Of A Wave,barn,0
5,S05E09,Anatomy Of A Wave,beach,0
5,S05E09,Anatomy Of A Wave,boat,0
5,S05E09,Anatomy Of A Wave,bridge,0
5,S05E09,Anatomy Of A Wave,building,0
5,S05E09,Anatomy Of A Wave,bushes,0
5,S05E09,Anatomy Of A Wave,cabin,0
5,S05E09,Anatomy Of A Wave,cactus,0
5,S05E09,Anatomy Of A Wave,circle frame,0
5,S05E09,Anatomy Of A Wave,cirrus,0
5,S05E09,Anatomy Of A Wave,cliff,0
5,S05E09,Anatomy Of A Wave,clouds,0
5,S05E09,Anatomy Of A Wave,conifer,0
5,S05E09,Anatomy Of A Wave,cumulus,0
5,S05E09,Anatomy Of A Wave,deciduous,0
5,S05E09,Anatomy Of A Wave,diane andre,0
5,S05E09,Anatomy Of A Wave,dock,0
5,S05E09,Anatomy Of A Wave,double oval frame,0
5,S05E09,Anatomy Of A Wave,farm,0
5,S05E09,Anatomy Of A Wave,fence,0
5,S05E09,Anatomy Of A Wave,fire,0
5,S05E09,Anatomy Of A Wave,florida frame,0
5,S05E09,Anatomy Of A Wave,flowers,0
5,S05E09,Anatomy Of A Wave,fog,0
5,S05E09,Anatomy Of A Wave,framed,0
5,S05E09,Anatomy Of A Wave,grass,0
5,S05E09,Anatomy Of A Wave,guest,1
5,S05E09,Anatomy Of A Wave,half circle frame,0
5,S05E09,Anatomy Of A Wave,half oval frame,0
5,S05E09,Anatomy Of A Wave,hills,0
5,S05E09,Anatomy Of A Wave,lake,0
5,S05E09,Anatomy Of A Wave,lakes,0
5,S05E09,Anatomy Of A Wave,lighthouse,0
5,S05E09,Anatomy Of A Wave,mill,0
5,S05E09,Anatomy Of A Wave,moon,0
5,S05E09,Anatomy Of A Wave,mountain,0
5,S05E09,Anatomy Of A Wave,mountains,0
5,S05E09,Anatomy Of A Wave,night,0
5,S05E09,Anatomy Of A Wave,ocean,1
5,S05E09,Anatomy Of A Wave,oval frame,0
5,S05E09,Anatomy Of A Wave,palm trees,0
5,S05E09,Anatomy Of A Wave,path,0
5,S05E09,Anatomy Of A Wave,person,0
5,S05E09,Anatomy Of A Wave,portrait,0
5,S05E09,Anatomy Of A Wave,rectangle 3d frame,0
5,S05E09,Anatomy Of A Wave,rectangular frame,0
5,S05E09,Anatomy Of A Wave,river,0
5,S05E09,Anatomy Of A Wave,rocks,0
5,S05E09,Anatomy Of A Wave,seashell frame,0
5,S05E09,Anatomy Of A Wave,snow,0
5,S05E09,Anatomy Of A Wave,snowy mountain,0
5,S05E09,Anatomy Of A Wave,split frame,0
5,S05E09,Anatomy Of A Wave,steve ross,0
5,S05E09,Anatomy Of A Wave,structure,0
5,S05E09,Anatomy Of A Wave,sun,0
5,S05E09,Anatomy Of A Wave,tomb frame,0
5,S05E09,Anatomy Of A Wave,tree,0
5,S05E09,Anatomy Of A Wave,trees,0
5,S05E09,Anatomy Of A Wave,triple frame,0
5,S05E09,Anatomy Of A Wave,waterfall,0
5,S05E09,Anatomy Of A Wave,waves,1
5,S05E09,Anatomy Of A Wave,windmill,0
5,S05E09,Anatomy Of A Wave,window frame,0
5,S05E09,Anatomy Of A Wave,winter,0
5,S05E09,Anatomy Of A Wave,wood framed,0
5,S05E10,The Windmill,apple frame,0
5,S05E10,The Windmill,aurora borealis,0
5,S05E10,The Windmill,barn,1
5,S05E10,The Windmill,beach,0
5,S05E10,The Windmill,boat,0
5,S05E10,The Windmill,bridge,0
5,S05E10,The Windmill,building,0
5,S05E10,The Windmill,bushes,0
5,S05E10,The Windmill,cabin,0
5,S05E10,The Windmill,cactus,0
5,S05E10,The Windmill,circle frame,0
5,S05E10,The Windmill,cirrus,0
5,S05E10,The Windmill,cliff,0
5,S05E10,The Windmill,clouds,1
5,S05E10,The Windmill,conifer,0
5,S05E10,The Windmill,cumulus,0
5,S05E10,The Windmill,deciduous,1
5,S05E10,The Windmill,diane andre,0
5,S05E10,The Windmill,dock,0
5,S05E10,The Windmill,double oval frame,0
5,S05E10,The Windmill,farm,0
5,S05E10,The Windmill,fence,0
5,S05E10,The Windmill,fire,0
5,S05E10,The Windmill,florida frame,0
5,S05E10,The Windmill,flowers,0
5,S05E10,The Windmill,fog,0
5,S05E10,The Windmill,framed,0
5,S05E10,The Windmill,grass,0
5,S05E10,The Windmill,guest,0
5,S05E10,The Windmill,half circle frame,0
5,S05E10,The Windmill,half oval frame,0
5,S05E10,The Windmill,hills,0
5,S05E10,The Windmill,lake,0
5,S05E10,The Windmill,lakes,0
5,S05E10,The Windmill,lighthouse,0
5,S05E10,The Windmill,mill,0
5,S05E10,The Windmill,moon,0
5,S05E10,The Windmill,mountain,0
5,S05E10,The Windmill,mountains,0
5,S05E10,The Windmill,night,0
5,S05E10,The Windmill,ocean,0
5,S05E10,The Windmill,oval frame,0
5,S05E10,The Windmill,palm trees,0
5,S05E10,The Windmill,path,1
5,S05E10,The Windmill,person,0
5,S05E10,The Windmill,portrait,0
5,S05E10,The Windmill,rectangle 3d frame,0
5,S05E10,The Windmill,rectangular frame,0
5,S05E10,The Windmill,river,0
5,S05E10,The Windmill,rocks,0
5,S05E10,The Windmill,seashell frame,0
5,S05E10,The Windmill,snow,0
5,S05E10,The Windmill,snowy mountain,0
5,S05E10,The Windmill,split frame,0
5,S05E10,The Windmill,steve ross,0
5,S05E10,The Windmill,structure,1
5,S05E10,The Windmill,sun,0
5,S05E10,The Windmill,tomb frame,0
5,S05E10,The Windmill,tree,1
5,S05E10,The Windmill,trees,0
5,S05E10,The Windmill,triple frame,0
5,S05E10,The Windmill,waterfall,0
5,S05E10,The Windmill,waves,0
5,S05E10,The Windmill,windmill,1
5,S05E10,The Windmill,window frame,0
5,S05E10,The Windmill,winter,0
5,S05E10,The Windmill,wood framed,0
5,S05E11,Autumn Glory,apple frame,0
5,S05E11,Autumn Glory,aurora borealis,0
5,S05E11,Autumn Glory,barn,0
5,S05E11,Autumn Glory,beach,0
5,S05E11,Autumn Glory,boat,0
5,S05E11,Autumn Glory,bridge,0
5,S05E11,Autumn Glory,building,0
5,S05E11,Autumn Glory,bushes,1
5,S05E11,Autumn Glory,cabin,0
5,S05E11,Autumn Glory,cactus,0
5,S05E11,Autumn Glory,circle frame,0
5,S05E11,Autumn Glory,cirrus,0
5,S05E11,Autumn Glory,cliff,0
5,S05E11,Autumn Glory,clouds,1
5,S05E11,Autumn Glory,conifer,0
5,S05E11,Autumn Glory,cumulus,1
5,S05E11,Autumn Glory,deciduous,1
5,S05E11,Autumn Glory,diane andre,0
5,S05E11,Autumn Glory,dock,0
5,S05E11,Autumn Glory,double oval frame,0
5,S05E11,Autumn Glory,farm,0
5,S05E11,Autumn Glory,fence,0
5,S05E11,Autumn Glory,fire,0
5,S05E11,Autumn Glory,florida frame,0
5,S05E11,Autumn Glory,flowers,0
5,S05E11,Autumn Glory,fog,0
5,S05E11,Autumn Glory,framed,0
5,S05E11,Autumn Glory,grass,1
5,S05E11,Autumn Glory,guest,0
5,S05E11,Autumn Glory,half circle frame,0
5,S05E11,Autumn Glory,half oval frame,0
5,S05E11,Autumn Glory,hills,0
5,S05E11,Autumn Glory,lake,1
5,S05E11,Autumn Glory,lakes,0
5,S05E11,Autumn Glory,lighthouse,0
5,S05E11,Autumn Glory,mill,0
5,S05E11,Autumn Glory,moon,0
5,S05E11,Autumn Glory,mountain,1
5,S05E11,Autumn Glory,mountains,0
5,S05E11,Autumn Glory,night,0
5,S05E11,Autumn Glory,ocean,0
5,S05E11,Autumn Glory,oval frame,0
5,S05E11,Autumn Glory,palm trees,0
5,S05E11,Autumn Glory,path,0
5,S05E11,Autumn Glory,person,0
5,S05E11,Autumn Glory,portrait,0
5,S05E11,Autumn Glory,rectangle 3d frame,0
5,S05E11,Autumn Glory,rectangular frame,0
5,S05E11,Autumn Glory,river,0
5,S05E11,Autumn Glory,rocks,1
5,S05E11,Autumn Glory,seashell frame,0
5,S05E11,Autumn Glory,snow,0
5,S05E11,Autumn Glory,snowy mountain,1
5,S05E11,Autumn Glory,split frame,0
5,S05E11,Autumn Glory,steve ross,0
5,S05E11,Autumn Glory,structure,0
5,S05E11,Autumn Glory,sun,0
5,S05E11,Autumn Glory,tomb frame,0
5,S05E11,Autumn Glory,tree,1
5,S05E11,Autumn Glory,trees,1
5,S05E11,Autumn Glory,triple frame,0
5,S05E11,Autumn Glory,waterfall,0
5,S05E11,Autumn Glory,waves,0
5,S05E11,Autumn Glory,windmill,0
5,S05E11,Autumn Glory,window frame,0
5,S05E11,Autumn Glory,winter,0
5,S05E11,Autumn Glory,wood framed,0
5,S05E12,Indian Girl,apple frame,0
5,S05E12,Indian Girl,aurora borealis,0
5,S05E12,Indian Girl,barn,0
5,S05E12,Indian Girl,beach,0
5,S05E12,Indian Girl,boat,0
5,S05E12,Indian Girl,bridge,0
5,S05E12,Indian Girl,building,0
5,S05E12,Indian Girl,bushes,0
5,S05E12,Indian Girl,cabin,0
5,S05E12,Indian Girl,cactus,0
5,S05E12,Indian Girl,circle frame,0
5,S05E12,Indian Girl,cirrus,0
5,S05E12,Indian Girl,cliff,0
5,S05E12,Indian Girl,clouds,0
5,S05E12,Indian Girl,conifer,0
5,S05E12,Indian Girl,cumulus,0
5,S05E12,Indian Girl,deciduous,0
5,S05E12,Indian Girl,diane andre,0
5,S05E12,Indian Girl,dock,0
5,S05E12,Indian Girl,double oval frame,0
5,S05E12,Indian Girl,farm,0
5,S05E12,Indian Girl,fence,0
5,S05E12,Indian Girl,fire,0
5,S05E12,Indian Girl,florida frame,0
5,S05E12,Indian Girl,flowers,0
5,S05E12,Indian Girl,fog,0
5,S05E12,Indian Girl,framed,0
5,S05E12,Indian Girl,grass,0
5,S05E12,Indian Girl,guest,1
5,S05E12,Indian Girl,half circle frame,0
5,S05E12,Indian Girl,half oval frame,0
5,S05E12,Indian Girl,hills,0
5,S05E12,Indian Girl,lake,0
5,S05E12,Indian Girl,lakes,0
5,S05E12,Indian Girl,lighthouse,0
