season_txt,title,object,present,episode_num
06,Morning Mist,tree,1,3
06,Morning Mist,trees,1,3
06,Morning Mist,triple frame,0,3
06,Morning Mist,waterfall,0,3
06,Morning Mist,waves,0,3
06,Morning Mist,windmill,0,3
06,Morning Mist,window frame,0,3
06,Morning Mist,winter,0,3
06,Morning Mist,wood framed,0,3
06,Whispering Stream,apple frame,0,4
06,Whispering Stream,aurora borealis,0,4
06,Whispering Stream,barn,0,4
06,Whispering Stream,beach,0,4
06,Whispering Stream,boat,0,4
06,Whispering Stream,bridge,0,4
06,Whispering Stream,building,0,4
06,Whispering Stream,bushes,0,4
06,Whispering Stream,cabin,0,4
06,Whispering Stream,cactus,0,4
06,Whispering Stream,circle frame,0,4
06,Whispering Stream,cirrus,0,4
06,Whispering Stream,cliff,0,4
06,Whispering Stream,clouds,0,4
06,Whispering Stream,conifer,0,4
06,Whispering Stream,cumulus,0,4
06,Whispering Stream,deciduous,1,4
06,Whispering Stream,diane andre,0,4
06,Whispering Stream,dock,0,4
06,Whispering Stream,double oval frame,0,4
06,Whispering Stream,farm,0,4
06,Whispering Stream,fence,0,4
06,Whispering Stream,fire,0,4
06,Whispering Stream,florida frame,0,4
06,Whispering Stream,flowers,0,4
06,Whispering Stream,fog,0,4
06,Whispering Stream,framed,0,4
06,Whispering Stream,grass,1,4
06,Whispering Stream,guest,0,4
06,Whispering Stream,half circle frame,0,4
06,Whispering Stream,half oval frame,0,4
06,Whispering Stream,hills,0,4
06,Whispering Stream,lake,0,4
06,Whispering Stream,lakes,0,4
06,Whispering Stream,lighthouse,0,4
06,Whispering Stream,mill,0,4
06,Whispering Stream,moon,0,4
06,Whispering Stream,mountain,0,4
06,Whispering Stream,mountains,0,4
06,Whispering Stream,night,0,4
06,Whispering Stream,ocean,0,4
06,Whispering Stream,oval frame,0,4
06,Whispering Stream,palm trees,0,4
06,Whispering Stream,path,0,4
06,Whispering Stream,person,0,4
06,Whispering Stream,portrait,0,4
06,Whispering Stream,rectangle 3d frame,0,4
06,Whispering Stream,rectangular frame,0,4
06,Whispering Stream,river,1,4
06,Whispering Stream,rocks,1,4
06,Whispering Stream,seashell frame,0,4
06,Whispering Stream,snow,0,4
06,Whispering Stream,snowy mountain,0,4
06,Whispering Stream,split frame,0,4
06,Whispering Stream,steve ross,0,4
06,Whispering Stream,structure,0,4
06,Whispering Stream,sun,0,4
06,Whispering Stream,tomb frame,0,4
06,Whispering Stream,tree,1,4
06,Whispering Stream,trees,1,4
06,Whispering Stream,triple frame,0,4
06,Whispering Stream,waterfall,0,4
06,Whispering Stream,waves,0,4
06,Whispering Stream,windmill,0,4
06,Whispering Stream,window frame,0,4
06,Whispering Stream,winter,0,4
06,Whispering Stream,wood framed,0,4
06,Secluded Forest,apple frame,0,5
06,Secluded Forest,aurora borealis,0,5
06,Secluded Forest,barn,0,5
06,Secluded Forest,beach,0,5
06,Secluded Forest,boat,0,5
06,Secluded Forest,bridge,0,5
06,Secluded Forest,building,0,5
06,Secluded Forest,bushes,1,5
06,Secluded Forest,cabin,0,5
06,Secluded Forest,cactus,0,5
06,Secluded Forest,circle frame,0,5
06,Secluded Forest,cirrus,0,5
06,Secluded Forest,cliff,0,5
06,Secluded Forest,clouds,0,5
06,Secluded Forest,conifer,0,5
06,Secluded Forest,cumulus,0,5
06,Secluded Forest,deciduous,1,5
06,Secluded Forest,diane andre,0,5
06,Secluded Forest,dock,0,5
06,Secluded Forest,double oval frame,0,5
06,Secluded Forest,farm,0,5
06,Secluded Forest,fence,0,5
06,Secluded Forest,fire,0,5
06,Secluded Forest,florida frame,0,5
06,Secluded Forest,flowers,0,5
06,Secluded Forest,fog,0,5
06,Secluded Forest,framed,0,5
06,Secluded Forest,grass,0,5
06,Secluded Forest,guest,0,5
06,Secluded Forest,half circle frame,0,5
06,Secluded Forest,half oval frame,0,5
06,Secluded Forest,hills,0,5
06,Secluded Forest,lake,0,5
06,Secluded Forest,lakes,0,5
06,Secluded Forest,lighthouse,0,5
06,Secluded Forest,mill,0,5
06,Secluded Forest,moon,0,5
06,Secluded Forest,mountain,0,5
06,Secluded Forest,mountains,0,5
06,Secluded Forest,night,0,5
06,Secluded Forest,ocean,0,5
06,Secluded Forest,oval frame,0,5
06,Secluded Forest,palm trees,0,5
06,Secluded Forest,path,0,5
06,Secluded Forest,person,0,5
06,Secluded Forest,portrait,0,5
06,Secluded Forest,rectangle 3d frame,0,5
06,Secluded Forest,rectangular frame,0,5
06,Secluded Forest,river,1,5
06,Secluded Forest,rocks,0,5
06,Secluded Forest,seashell frame,0,5
06,Secluded Forest,snow,0,5
06,Secluded Forest,snowy mountain,0,5
06,Secluded Forest,split frame,0,5
06,Secluded Forest,steve ross,0,5
06,Secluded Forest,structure,0,5
06,Secluded Forest,sun,0,5
06,Secluded Forest,tomb frame,0,5
06,Secluded Forest,tree,1,5
06,Secluded Forest,trees,1,5
06,Secluded Forest,triple frame,0,5
06,Secluded Forest,waterfall,0,5
06,Secluded Forest,waves,0,5
06,Secluded Forest,windmill,0,5
06,Secluded Forest,window frame,0,5
06,Secluded Forest,winter,0,5
06,Secluded Forest,wood framed,0,5
06,Snow Trail,apple frame,0,6
06,Snow Trail,aurora borealis,0,6
06,Snow Trail,barn,0,6
06,Snow Trail,beach,0,6
06,Snow Trail,boat,0,6
06,Snow Trail,bridge,0,6
06,Snow Trail,building,0,6
06,Snow Trail,bushes,0,6
06,Snow Trail,cabin,0,6
06,Snow Trail,cactus,0,6
06,Snow Trail,circle frame,0,6
06,Snow Trail,cirrus,0,6
06,Snow Trail,cliff,0,6
06,Snow Trail,clouds,1,6
06,Snow Trail,conifer,1,6
06,Snow Trail,cumulus,1,6
06,Snow Trail,deciduous,0,6
06,Snow Trail,diane andre,0,6
06,Snow Trail,dock,0,6
06,Snow Trail,double oval frame,0,6
06,Snow Trail,farm,0,6
06,Snow Trail,fence,0,6
06,Snow Trail,fire,0,6
06,Snow Trail,florida frame,0,6
06,Snow Trail,flowers,0,6
06,Snow Trail,fog,0,6
06,Snow Trail,framed,0,6
06,Snow Trail,grass,1,6
06,Snow Trail,guest,0,6
06,Snow Trail,half circle frame,0,6
06,Snow Trail,half oval frame,0,6
06,Snow Trail,hills,0,6
06,Snow Trail,lake,0,6
06,Snow Trail,lakes,0,6
06,Snow Trail,lighthouse,0,6
06,Snow Trail,mill,0,6
06,Snow Trail,moon,0,6
06,Snow Trail,mountain,0,6
06,Snow Trail,mountains,0,6
06,Snow Trail,night,0,6
06,Snow Trail,ocean,0,6
06,Snow Trail,oval frame,0,6
06,Snow Trail,palm trees,0,6
06,Snow Trail,path,0,6
06,Snow Trail,person,0,6
06,Snow Trail,portrait,0,6
06,Snow Trail,rectangle 3d frame,0,6
06,Snow Trail,rectangular frame,0,6
06,Snow Trail,river,0,6
06,Snow Trail,rocks,0,6
06,Snow Trail,seashell frame,0,6
06,Snow Trail,snow,1,6
06,Snow Trail,snowy mountain,0,6
06,Snow Trail,split frame,0,6
06,Snow Trail,steve ross,0,6
06,Snow Trail,structure,0,6
06,Snow Trail,sun,0,6
06,Snow Trail,tomb frame,0,6
06,Snow Trail,tree,1,6
06,Snow Trail,trees,1,6
06,Snow Trail,triple frame,0,6
06,Snow Trail,waterfall,0,6
06,Snow Trail,waves,0,6
06,Snow Trail,windmill,0,6
06,Snow Trail,window frame,0,6
06,Snow Trail,winter,0,6
06,Snow Trail,wood framed,0,6
06,Arctic Beauty,apple frame,0,7
06,Arctic Beauty,aurora borealis,0,7
06,Arctic Beauty,barn,0,7
06,Arctic Beauty,beach,0,7
06,Arctic Beauty,boat,0,7
06,Arctic Beauty,bridge,0,7
06,Arctic Beauty,building,0,7
06,Arctic Beauty,bushes,0,7
06,Arctic Beauty,cabin,0,7
06,Arctic Beauty,cactus,0,7
06,Arctic Beauty,circle frame,0,7
06,Arctic Beauty,cirrus,1,7
06,Arctic Beauty,cliff,0,7
06,Arctic Beauty,clouds,1,7
06,Arctic Beauty,conifer,1,7
06,Arctic Beauty,cumulus,0,7
06,Arctic Beauty,deciduous,0,7
06,Arctic Beauty,diane andre,0,7
06,Arctic Beauty,dock,0,7
06,Arctic Beauty,double oval frame,0,7
06,Arctic Beauty,farm,0,7
06,Arctic Beauty,fence,0,7
06,Arctic Beauty,fire,0,7
06,Arctic Beauty,florida frame,0,7
06,Arctic Beauty,flowers,0,7
06,Arctic Beauty,fog,0,7
06,Arctic Beauty,framed,0,7
06,Arctic Beauty,grass,1,7
06,Arctic Beauty,guest,0,7
06,Arctic Beauty,half circle frame,0,7
06,Arctic Beauty,half oval frame,0,7
06,Arctic Beauty,hills,0,7
06,Arctic Beauty,lake,0,7
06,Arctic Beauty,lakes,0,7
06,Arctic Beauty,lighthouse,0,7
06,Arctic Beauty,mill,0,7
06,Arctic Beauty,moon,0,7
06,Arctic Beauty,mountain,1,7
06,Arctic Beauty,mountains,1,7
06,Arctic Beauty,night,0,7
06,Arctic Beauty,ocean,0,7
06,Arctic Beauty,oval frame,0,7
06,Arctic Beauty,palm trees,0,7
06,Arctic Beauty,path,0,7
06,Arctic Beauty,person,0,7
06,Arctic Beauty,portrait,0,7
06,Arctic Beauty,rectangle 3d frame,0,7
06,Arctic Beauty,rectangular frame,0,7
06,Arctic Beauty,river,1,7
06,Arctic Beauty,rocks,0,7
06,Arctic Beauty,seashell frame,0,7
06,Arctic Beauty,snow,0,7
06,Arctic Beauty,snowy mountain,1,7
06,Arctic Beauty,split frame,0,7
06,Arctic Beauty,steve ross,0,7
06,Arctic Beauty,structure,0,7
06,Arctic Beauty,sun,0,7
06,Arctic Beauty,tomb frame,0,7
06,Arctic Beauty,tree,1,7
06,Arctic Beauty,trees,1,7
06,Arctic Beauty,triple frame,0,7
06,Arctic Beauty,waterfall,1,7
06,Arctic Beauty,waves,0,7
06,Arctic Beauty,windmill,0,7
06,Arctic Beauty,window frame,0,7
06,Arctic Beauty,winter,0,7
06,Arctic Beauty,wood framed,0,7
06,Horizons West,apple frame,0,8
06,Horizons West,aurora borealis,0,8
06,Horizons West,barn,0,8
06,Horizons West,beach,0,8
06,Horizons West,boat,0,8
06,Horizons West,bridge,0,8
06,Horizons West,building,0,8
06,Horizons West,bushes,1,8
06,Horizons West,cabin,0,8
06,Horizons West,cactus,0,8
06,Horizons West,circle frame,0,8
06,Horizons West,cirrus,0,8
06,Horizons West,cliff,0,8
06,Horizons West,clouds,0,8
06,Horizons West,conifer,1,8
06,Horizons West,cumulus,0,8
06,Horizons West,deciduous,0,8
06,Horizons West,diane andre,0,8
06,Horizons West,dock,0,8
06,Horizons West,double oval frame,0,8
06,Horizons West,farm,0,8
06,Horizons West,fence,0,8
06,Horizons West,fire,0,8
06,Horizons West,florida frame,0,8
06,Horizons West,flowers,0,8
06,Horizons West,fog,0,8
06,Horizons West,framed,0,8
06,Horizons West,grass,0,8
06,Horizons West,guest,0,8
06,Horizons West,half circle frame,0,8
06,Horizons West,half oval frame,0,8
06,Horizons West,hills,0,8
06,Horizons West,lake,1,8
06,Horizons West,lakes,0,8
06,Horizons West,lighthouse,0,8
06,Horizons West,mill,0,8
06,Horizons West,moon,0,8
06,Horizons West,mountain,1,8
06,Horizons West,mountains,0,8
06,Horizons West,night,0,8
06,Horizons West,ocean,0,8
06,Horizons West,oval frame,0,8
06,Horizons West,palm trees,0,8
06,Horizons West,path,0,8
06,Horizons West,person,0,8
06,Horizons West,portrait,0,8
06,Horizons West,rectangle 3d frame,0,8
06,Horizons West,rectangular frame,0,8
06,Horizons West,river,0,8
06,Horizons West,rocks,0,8
06,Horizons West,seashell frame,0,8
06,Horizons West,snow,0,8
06,Horizons West,snowy mountain,1,8
06,Horizons West,split frame,0,8
06,Horizons West,steve ross,0,8
06,Horizons West,structure,0,8
06,Horizons West,sun,0,8
06,Horizons West,tomb frame,0,8
06,Horizons West,tree,1,8
06,Horizons West,trees,1,8
06,Horizons West,triple frame,0,8
06,Horizons West,waterfall,0,8
06,Horizons West,waves,0,8
06,Horizons West,windmill,0,8
06,Horizons West,window frame,0,8
06,Horizons West,winter,0,8
06,Horizons West,wood framed,0,8
06,High Chateau,apple frame,0,9
06,High Chateau,aurora borealis,0,9
06,High Chateau,barn,0,9
06,High Chateau,beach,0,9
06,High Chateau,boat,0,9
06,High Chateau,bridge,0,9
06,High Chateau,building,0,9
06,High Chateau,bushes,1,9
06,High Chateau,cabin,1,9
06,High Chateau,cactus,0,9
06,High Chateau,circle frame,0,9
06,High Chateau,cirrus,0,9
06,High Chateau,cliff,0,9
06,High Chateau,clouds,1,9
06,High Chateau,conifer,1,9
06,High Chateau,cumulus,1,9
06,High Chateau,deciduous,0,9
06,High Chateau,diane andre,0,9
06,High Chateau,dock,0,9
06,High Chateau,double oval frame,0,9
06,High Chateau,farm,0,9
06,High Chateau,fence,0,9
06,High Chateau,fire,0,9
06,High Chateau,florida frame,0,9
06,High Chateau,flowers,0,9
06,High Chateau,fog,0,9
06,High Chateau,framed,0,9
06,High Chateau,grass,1,9
06,High Chateau,guest,0,9
06,High Chateau,half circle frame,0,9
06,High Chateau,half oval frame,0,9
06,High Chateau,hills,0,9
06,High Chateau,lake,0,9
06,High Chateau,lakes,0,9
06,High Chateau,lighthouse,0,9
06,High Chateau,mill,0,9
06,High Chateau,moon,0,9
06,High Chateau,mountain,0,9
06,High Chateau,mountains,0,9
06,High Chateau,night,0,9
06,High Chateau,ocean,0,9
06,High Chateau,oval frame,0,9
06,High Chateau,palm trees,0,9
06,High Chateau,path,0,9
06,High Chateau,person,0,9
06,High Chateau,portrait,0,9
06,High Chateau,rectangle 3d frame,0,9
06,High Chateau,rectangular frame,0,9
06,High Chateau,river,0,9
06,High Chateau,rocks,1,9
06,High Chateau,seashell frame,0,9
06,High Chateau,snow,0,9
06,High Chateau,snowy mountain,0,9
06,High Chateau,split frame,0,9
06,High Chateau,steve ross,0,9
06,High Chateau,structure,0,9
06,High Chateau,sun,0,9
06,High Chateau,tomb frame,0,9
06,High Chateau,tree,1,9
06,High Chateau,trees,1,9
06,High Chateau,triple frame,0,9
06,High Chateau,waterfall,0,9
06,High Chateau,waves,0,9
06,High Chateau,windmill,0,9
06,High Chateau,window frame,0,9
06,High Chateau,winter,0,9
06,High Chateau,wood framed,0,9
06,Country Life,apple frame,0,10
06,Country Life,aurora borealis,0,10
06,Country Life,barn,1,10
06,Country Life,beach,0,10
06,Country Life,boat,0,10
06,Country Life,bridge,0,10
06,Country Life,building,0,10
06,Country Life,bushes,0,10
06,Country Life,cabin,0,10
06,Country Life,cactus,0,10
06,Country Life,circle frame,0,10
06,Country Life,cirrus,1,10
06,Country Life,cliff,0,10
06,Country Life,clouds,1,10
06,Country Life,conifer,0,10
06,Country Life,cumulus,0,10
06,Country Life,deciduous,0,10
06,Country Life,diane andre,0,10
06,Country Life,dock,0,10
06,Country Life,double oval frame,0,10
06,Country Life,farm,0,10
06,Country Life,fence,1,10
06,Country Life,fire,0,10
06,Country Life,florida frame,0,10
06,Country Life,flowers,0,10
06,Country Life,fog,0,10
06,Country Life,framed,0,10
06,Country Life,grass,1,10
06,Country Life,guest,0,10
06,Country Life,half circle frame,0,10
06,Country Life,half oval frame,0,10
06,Country Life,hills,0,10
06,Country Life,lake,0,10
06,Country Life,lakes,0,10
06,Country Life,lighthouse,0,10
06,Country Life,mill,0,10
06,Country Life,moon,0,10
06,Country Life,mountain,0,10
06,Country Life,mountains,0,10
06,Country Life,night,0,10
06,Country Life,ocean,0,10
06,Country Life,oval frame,0,10
06,Country Life,palm trees,0,10
06,Country Life,path,0,10
06,Country Life,person,0,10
06,Country Life,portrait,0,10
06,Country Life,rectangle 3d frame,0,10
06,Country Life,rectangular frame,0,10
06,Country Life,river,0,10
06,Country Life,rocks,0,10
06,Country Life,seashell frame,0,10
06,Country Life,snow,0,10
06,Country Life,snowy mountain,0,10
06,Country Life,split frame,0,10
06,Country Life,steve ross,0,10
06,Country Life,structure,0,10
06,Country Life,sun,0,10
06,Country Life,tomb frame,0,10
06,Country Life,tree,0,10
06,Country Life,trees,0,10
06,Country Life,triple frame,0,10
06,Country Life,waterfall,0,10
06,Country Life,waves,0,10
06,Country Life,windmill,0,10
06,Country Life,window frame,0,10
06,Country Life,winter,0,10
06,Country Life,wood framed,0,10
06,Western Expanse,apple frame,0,11
06,Western Expanse,aurora borealis,0,11
06,Western Expanse,barn,0,11
06,Western Expanse,beach,0,11
06,Western Expanse,boat,0,11
06,Western Expanse,bridge,0,11
06,Western Expanse,building,0,11
06,Western Expanse,bushes,0,11
06,Western Expanse,cabin,0,11
06,Western Expanse,cactus,0,11
06,Western Expanse,circle frame,0,11
06,Western Expanse,cirrus,1,11
06,Western Expanse,cliff,0,11
06,Western Expanse,clouds,1,11
06,Western Expanse,conifer,0,11
06,Western Expanse,cumulus,0,11
06,Western Expanse,deciduous,1,11
06,Western Expanse,diane andre,0,11
06,Western Expanse,dock,0,11
06,Western Expanse,double oval frame,0,11
06,Western Expanse,farm,0,11
06,Western Expanse,fence,0,11
06,Western Expanse,fire,0,11
06,Western Expanse,florida frame,0,11
06,Western Expanse,flowers,0,11
06,Western Expanse,fog,0,11
06,Western Expanse,framed,0,11
06,Western Expanse,grass,0,11
06,Western Expanse,guest,0,11
06,Western Expanse,half circle frame,0,11
06,Western Expanse,half oval frame,0,11
06,Western Expanse,hills,0,11
06,Western Expanse,lake,0,11
06,Western Expanse,lakes,0,11
06,Western Expanse,lighthouse,0,11
06,Western Expanse,mill,0,11
06,Western Expanse,moon,0,11
06,Western Expanse,mountain,1,11
06,Western Expanse,mountains,1,11
06,Western Expanse,night,0,11
06,Western Expanse,ocean,0,11
06,Western Expanse,oval frame,0,11
06,Western Expanse,palm trees,0,11
06,Western Expanse,path,0,11
06,Western Expanse,person,0,11
06,Western Expanse,portrait,0,11
06,Western Expanse,rectangle 3d frame,0,11
06,Western Expanse,rectangular frame,0,11
06,Western Expanse,river,1,11
06,Western Expanse,rocks,0,11
06,Western Expanse,seashell frame,0,11
06,Western Expanse,snow,0,11
06,Western Expanse,snowy mountain,0,11
06,Western Expanse,split frame,0,11
06,Western Expanse,steve ross,0,11
06,Western Expanse,structure,0,11
06,Western Expanse,sun,0,11
06,Western Expanse,tomb frame,0,11
06,Western Expanse,tree,1,11
06,Western Expanse,trees,0,11
06,Western Expanse,triple frame,0,11
06,Western Expanse,waterfall,0,11
06,Western Expanse,waves,0,11
06,Western Expanse,windmill,0,11
06,Western Expanse,window frame,0,11
06,Western Expanse,winter,0,11
06,Western Expanse,wood framed,0,11
06,Marshlands,apple frame,0,12
06,Marshlands,aurora borealis,0,12
06,Marshlands,barn,0,12
06,Marshlands,beach,0,12
06,Marshlands,boat,0,12
06,Marshlands,bridge,0,12
06,Marshlands,building,0,12
06,Marshlands,bushes,1,12
06,Marshlands,cabin,0,12
06,Marshlands,cactus,0,12
06,Marshlands,circle frame,0,12
06,Marshlands,cirrus,0,12
06,Marshlands,cliff,0,12
06,Marshlands,clouds,1,12
06,Marshlands,conifer,0,12
06,Marshlands,cumulus,0,12
06,Marshlands,deciduous,1,12
06,Marshlands,diane andre,0,12
06,Marshlands,dock,0,12
06,Marshlands,double oval frame,0,12
06,Marshlands,farm,0,12
06,Marshlands,fence,0,12
06,Marshlands,fire,0,12
06,Marshlands,florida frame,0,12
06,Marshlands,flowers,0,12
06,Marshlands,fog,0,12
06,Marshlands,framed,0,12
06,Marshlands,grass,0,12
06,Marshlands,guest,0,12
06,Marshlands,half circle frame,0,12
06,Marshlands,half oval frame,0,12
06,Marshlands,hills,0,12
06,Marshlands,lake,1,12
06,Marshlands,lakes,0,12
06,Marshlands,lighthouse,0,12
06,Marshlands,mill,0,12
06,Marshlands,moon,0,12
06,Marshlands,mountain,0,12
06,Marshlands,mountains,0,12
06,Marshlands,night,0,12
06,Marshlands,ocean,0,12
06,Marshlands,oval frame,0,12
06,Marshlands,palm trees,0,12
06,Marshlands,path,0,12
06,Marshlands,person,0,12
06,Marshlands,portrait,0,12
06,Marshlands,rectangle 3d frame,0,12
06,Marshlands,rectangular frame,0,12
06,Marshlands,river,0,12
06,Marshlands,rocks,0,12
06,Marshlands,seashell frame,0,12
06,Marshlands,snow,0,12
06,Marshlands,snowy mountain,0,12
06,Marshlands,split frame,0,12
06,Marshlands,steve ross,0,12
06,Marshlands,structure,0,12
06,Marshlands,sun,0,12
06,Marshlands,tomb frame,0,12
06,Marshlands,tree,1,12
06,Marshlands,trees,1,12
06,Marshlands,triple frame,0,12
06,Marshlands,waterfall,0,12
06,Marshlands,waves,0,12
06,Marshlands,windmill,0,12
06,Marshlands,window frame,0,12
06,Marshlands,winter,0,12
06,Marshlands,wood framed,0,12
06,Blaze Of Color,apple frame,0,13
06,Blaze Of Color,aurora borealis,0,13
06,Blaze Of Color,barn,0,13
06,Blaze Of Color,beach,0,13
06,Blaze Of Color,boat,0,13
06,Blaze Of Color,bridge,0,13
06,Blaze Of Color,building,0,13
06,Blaze Of Color,bushes,0,13
06,Blaze Of Color,cabin,0,13
06,Blaze Of Color,cactus,0,13
06,Blaze Of Color,circle frame,0,13
06,Blaze Of Color,cirrus,0,13
06,Blaze Of Color,cliff,0,13
06,Blaze Of Color,clouds,1,13
06,Blaze Of Color,conifer,1,13
06,Blaze Of Color,cumulus,0,13
06,Blaze Of Color,deciduous,1,13
06,Blaze Of Color,diane andre,0,13
06,Blaze Of Color,dock,0,13
06,Blaze Of Color,double oval frame,0,13
06,Blaze Of Color,farm,0,13
06,Blaze Of Color,fence,0,13
06,Blaze Of Color,fire,0,13
06,Blaze Of Color,florida frame,0,13
06,Blaze Of Color,flowers,0,13
06,Blaze Of Color,fog,0,13
06,Blaze Of Color,framed,0,13
06,Blaze Of Color,grass,1,13
06,Blaze Of Color,guest,0,13
06,Blaze Of Color,half circle frame,0,13
06,Blaze Of Color,half oval frame,0,13
06,Blaze Of Color,hills,1,13
06,Blaze Of Color,lake,0,13
06,Blaze Of Color,lakes,0,13
06,Blaze Of Color,lighthouse,0,13
06,Blaze Of Color,mill,0,13
06,Blaze Of Color,moon,0,13
06,Blaze Of Color,mountain,0,13
06,Blaze Of Color,mountains,0,13
06,Blaze Of Color,night,0,13
06,Blaze Of Color,ocean,0,13
06,Blaze Of Color,oval frame,0,13
06,Blaze Of Color,palm trees,0,13
06,Blaze Of Color,path,0,13
06,Blaze Of Color,person,0,13
06,Blaze Of Color,portrait,0,13
06,Blaze Of Color,rectangle 3d frame,0,13
06,Blaze Of Color,rectangular frame,0,13
06,Blaze Of Color,river,1,13
06,Blaze Of Color,rocks,0,13
06,Blaze Of Color,seashell frame,0,13
06,Blaze Of Color,snow,0,13
06,Blaze Of Color,snowy mountain,0,13
06,Blaze Of Color,split frame,0,13
06,Blaze Of Color,steve ross,0,13
06,Blaze Of Color,structure,0,13
06,Blaze Of Color,sun,0,13
06,Blaze Of Color,tomb frame,0,13
06,Blaze Of Color,tree,1,13
06,Blaze Of Color,trees,1,13
06,Blaze Of Color,triple frame,0,13
06,Blaze Of Color,waterfall,0,13
06,Blaze Of Color,waves,0,13
06,Blaze Of Color,windmill,0,13
06,Blaze Of Color,window frame,0,13
06,Blaze Of Color,winter,0,13
06,Blaze Of Color,wood framed,0,13
07,Winter Cabin,apple frame,0,1
07,Winter Cabin,aurora borealis,0,1
07,Winter Cabin,barn,0,1
07,Winter Cabin,beach,0,1
07,Winter Cabin,boat,0,1
07,Winter Cabin,bridge,0,1
07,Winter Cabin,building,0,1
07,Winter Cabin,bushes,0,1
07,Winter Cabin,cabin,1,1
07,Winter Cabin,cactus,0,1
07,Winter Cabin,circle frame,0,1
07,Winter Cabin,cirrus,0,1
07,Winter Cabin,cliff,0,1
07,Winter Cabin,clouds,1,1
07,Winter Cabin,conifer,0,1
07,Winter Cabin,cumulus,0,1
07,Winter Cabin,deciduous,1,1
07,Winter Cabin,diane andre,0,1
07,Winter Cabin,dock,0,1
07,Winter Cabin,double oval frame,0,1
07,Winter Cabin,farm,0,1
07,Winter Cabin,fence,0,1
07,Winter Cabin,fire,0,1
07,Winter Cabin,florida frame,0,1
07,Winter Cabin,flowers,0,1
07,Winter Cabin,fog,0,1
07,Winter Cabin,framed,0,1
07,Winter Cabin,grass,0,1
07,Winter Cabin,guest,0,1
07,Winter Cabin,half circle frame,0,1
07,Winter Cabin,half oval frame,0,1
07,Winter Cabin,hills,0,1
07,Winter Cabin,lake,0,1
07,Winter Cabin,lakes,0,1
07,Winter Cabin,lighthouse,0,1
07,Winter Cabin,mill,0,1
07,Winter Cabin,moon,0,1
07,Winter Cabin,mountain,0,1
07,Winter Cabin,mountains,0,1
07,Winter Cabin,night,0,1
07,Winter Cabin,ocean,0,1
07,Winter Cabin,oval frame,0,1
07,Winter Cabin,palm trees,0,1
07,Winter Cabin,path,0,1
07,Winter Cabin,person,0,1
07,Winter Cabin,portrait,0,1
07,Winter Cabin,rectangle 3d frame,0,1
07,Winter Cabin,rectangular frame,0,1
07,Winter Cabin,river,0,1
07,Winter Cabin,rocks,0,1
07,Winter Cabin,seashell frame,0,1
07,Winter Cabin,snow,1,1
07,Winter Cabin,snowy mountain,0,1
07,Winter Cabin,split frame,0,1
07,Winter Cabin,steve ross,0,1
07,Winter Cabin,structure,1,1
07,Winter Cabin,sun,0,1
07,Winter Cabin,tomb frame,0,1
07,Winter Cabin,tree,1,1
07,Winter Cabin,trees,0,1
07,Winter Cabin,triple frame,0,1
07,Winter Cabin,waterfall,0,1
07,Winter Cabin,waves,0,1
07,Winter Cabin,windmill,0,1
07,Winter Cabin,window frame,0,1
07,Winter Cabin,winter,1,1
07,Winter Cabin,wood framed,0,1
07,Secluded Lake,apple frame,0,2
07,Secluded Lake,aurora borealis,0,2
07,Secluded Lake,barn,0,2
07,Secluded Lake,beach,0,2
07,Secluded Lake,boat,0,2
07,Secluded Lake,bridge,0,2
07,Secluded Lake,building,0,2
07,Secluded Lake,bushes,0,2
07,Secluded Lake,cabin,0,2
07,Secluded Lake,cactus,0,2
07,Secluded Lake,circle frame,0,2
07,Secluded Lake,cirrus,0,2
07,Secluded Lake,cliff,0,2
07,Secluded Lake,clouds,1,2
07,Secluded Lake,conifer,0,2
07,Secluded Lake,cumulus,0,2
07,Secluded Lake,deciduous,1,2
07,Secluded Lake,diane andre,0,2
07,Secluded Lake,dock,0,2
07,Secluded Lake,double oval frame,0,2
07,Secluded Lake,farm,0,2
07,Secluded Lake,fence,0,2
07,Secluded Lake,fire,0,2
07,Secluded Lake,florida frame,0,2
07,Secluded Lake,flowers,0,2
07,Secluded Lake,fog,0,2
07,Secluded Lake,framed,0,2
07,Secluded Lake,grass,1,2
07,Secluded Lake,guest,0,2
07,Secluded Lake,half circle frame,0,2
07,Secluded Lake,half oval frame,0,2
07,Secluded Lake,hills,0,2
07,Secluded Lake,lake,1,2
07,Secluded Lake,lakes,0,2
07,Secluded Lake,lighthouse,0,2
07,Secluded Lake,mill,0,2
07,Secluded Lake,moon,0,2
07,Secluded Lake,mountain,0,2
07,Secluded Lake,mountains,0,2
07,Secluded Lake,night,0,2
07,Secluded Lake,ocean,0,2
07,Secluded Lake,oval frame,0,2
07,Secluded Lake,palm trees,0,2
07,Secluded Lake,path,0,2
07,Secluded Lake,person,0,2
07,Secluded Lake,portrait,0,2
07,Secluded Lake,rectangle 3d frame,0,2
07,Secluded Lake,rectangular frame,0,2
07,Secluded Lake,river,0,2
07,Secluded Lake,rocks,1,2
07,Secluded Lake,seashell frame,0,2
07,Secluded Lake,snow,0,2
07,Secluded Lake,snowy mountain,0,2
07,Secluded Lake,split frame,0,2
07,Secluded Lake,steve ross,0,2
07,Secluded Lake,structure,0,2
07,Secluded Lake,sun,0,2
07,Secluded Lake,tomb frame,0,2
07,Secluded Lake,tree,1,2
